,m2_construit,nb_pieces,nb_sdb,nb_etages,prix_achat_m2,travaux_necessaire,annee_construction,ascenseur,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse
17230,102,3,2,0,2304,False,1977.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17231,95,2,2,0,3211,False,2007.0,True,False,True,True,False,True,False,False,3,True,False,False,False
17232,90,3,2,0,4167,False,1979.0,True,False,False,True,False,True,False,False,3,True,False,False,False
17233,80,3,1,0,1812,False,1963.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17234,70,3,1,0,2129,False,1958.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17235,64,3,1,0,2219,False,1962.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17236,78,3,1,0,1846,False,1974.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17237,91,4,1,0,2857,False,1962.0,True,False,False,False,True,False,True,False,3,True,False,False,False
17240,63,3,1,0,2349,False,1962.0,True,False,False,False,False,False,True,False,3,True,False,False,False
17241,72,2,1,0,2153,False,1965.0,True,False,False,False,False,False,False,True,3,True,False,False,False
17243,97,3,2,0,2144,False,1965.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17245,83,3,1,0,1777,False,1966.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17246,85,3,2,0,2929,False,1982.0,True,False,False,False,False,False,True,True,3,True,False,False,False
17247,97,3,1,0,2010,False,1955.0,True,False,False,False,False,False,False,False,3,True,False,False,False
17250,77,3,1,0,1935,False,1969.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17251,69,2,1,0,1922,False,1965.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17253,94,2,2,0,2766,False,2001.0,True,False,True,False,False,True,True,True,3,True,False,False,False
17254,60,3,1,0,1917,False,1965.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17255,60,2,1,0,1867,True,1967.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17256,53,2,1,0,3208,False,1963.0,True,False,False,False,False,False,False,False,3,True,False,False,False
17257,124,3,2,0,2569,False,2003.0,True,False,True,False,True,True,True,True,3,True,False,False,False
17258,38,1,1,0,2105,False,1966.0,True,False,False,False,False,False,False,False,3,True,False,False,False
17259,95,3,2,0,2632,True,1973.0,True,False,False,True,True,False,False,False,3,True,False,False,False
17260,76,2,2,0,2961,False,2001.0,True,False,True,False,False,True,False,True,3,True,False,False,False
17263,55,2,2,0,2909,False,1964.0,True,False,False,True,False,False,False,False,3,True,False,False,False
17265,70,3,1,0,1943,True,1958.0,True,False,False,False,True,False,False,False,3,True,False,False,False
17266,69,2,1,0,2812,True,1965.0,True,False,False,False,False,False,False,False,3,True,False,False,False
17270,75,2,1,0,1993,False,1956.0,True,False,False,False,False,False,False,False,3,True,False,False,False
17271,139,4,2,0,2295,False,1996.0,True,False,False,True,True,True,False,True,3,False,True,False,False
17272,75,2,1,0,1787,False,1966.0,True,False,False,False,False,False,False,False,3,True,False,False,False
17273,61,3,1,0,1802,False,1967.0,False,False,False,True,True,False,False,False,3,True,False,False,False
17274,75,3,1,0,2387,False,1967.0,True,False,False,False,False,False,False,False,3,True,False,False,False
17277,84,3,2,0,2845,False,1982.0,True,False,False,True,False,False,True,True,3,True,False,False,False
17286,32,1,1,0,7281,False,1975.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17313,85,4,1,0,1882,False,1961.0,True,False,False,False,False,False,False,False,3,True,False,False,False
17315,72,2,1,0,4722,False,1981.0,True,False,False,False,False,True,True,False,4,True,False,False,False
17316,77,2,2,0,9026,False,1995.0,True,False,False,False,True,False,False,False,16,True,False,False,False
17345,107,3,2,0,6822,False,1980.0,True,False,False,True,True,False,False,False,16,True,False,False,False
17346,146,3,2,0,8219,False,2003.0,True,False,False,False,True,False,False,True,16,True,False,False,False
17347,83,2,2,0,7169,False,1980.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17348,79,2,1,0,6962,False,1986.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17354,255,4,3,0,4118,True,1975.0,True,False,False,True,False,False,True,True,16,True,False,False,False
17357,70,1,1,0,3986,False,2007.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17369,164,2,2,0,6524,False,2018.0,True,False,False,True,False,False,True,False,16,True,False,False,False
17386,248,5,3,0,4032,True,1976.0,True,False,False,False,False,True,False,True,16,True,False,False,False
17391,216,4,2,0,4306,False,1972.0,True,False,False,False,True,True,False,True,16,True,False,False,False
17394,73,2,1,0,4096,False,1952.0,True,False,False,False,True,False,False,False,16,True,False,False,False
17407,201,2,2,0,7438,False,2009.0,True,False,True,True,False,False,True,True,16,False,False,False,True
17408,38,2,1,0,8553,False,1984.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17410,86,1,1,0,5116,False,1993.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17418,79,2,2,0,9620,False,2019.0,True,False,False,False,True,False,False,False,16,True,False,False,False
17424,152,3,2,0,7566,False,2003.0,True,False,True,True,False,False,False,False,16,False,False,False,True
17435,48,2,1,0,4375,False,1970.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17437,87,3,1,0,4483,False,1954.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17445,76,1,1,0,5250,False,2004.0,True,False,False,False,True,False,False,False,4,True,False,False,False
17504,26,1,1,0,6846,False,1988.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17539,101,3,2,0,8416,False,1964.0,True,False,False,True,False,False,False,False,16,False,False,False,True
17551,72,2,1,0,5528,False,1969.0,True,False,False,True,False,False,False,False,16,True,False,False,False
17555,144,3,2,0,4514,False,1987.0,True,False,False,False,False,False,True,False,16,True,False,False,False
17571,86,2,1,0,5233,False,1983.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17583,145,3,2,0,2752,False,1962.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17592,65,2,1,0,4385,False,2012.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17601,63,1,1,0,5857,False,1991.0,True,False,False,False,True,False,False,False,16,True,False,False,False
17607,64,1,1,0,6094,True,1989.0,True,False,False,False,False,False,False,True,16,True,False,False,False
17623,80,2,1,0,4125,False,1975.0,True,False,False,True,True,False,False,False,16,True,False,False,False
17625,102,4,1,0,3529,False,1954.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17633,75,1,1,0,5600,False,2004.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17647,120,2,2,0,4867,False,1972.0,True,False,False,True,False,False,False,True,4,True,False,False,False
17649,119,2,2,0,4160,False,1970.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17660,110,2,1,0,4227,False,1996.0,True,False,False,False,False,False,True,True,16,True,False,False,False
17671,144,4,2,0,3333,False,1993.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17673,212,4,3,0,4623,True,1975.0,True,False,False,True,True,False,True,True,16,True,False,False,False
17676,75,2,1,0,5453,False,1960.0,True,False,False,True,False,False,False,False,4,True,False,False,False
17684,150,3,2,0,5267,True,1960.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17687,158,4,2,0,4177,False,1980.0,True,False,False,True,False,False,False,False,16,True,False,False,False
17690,50,1,1,0,5840,False,2003.0,True,False,False,False,True,False,False,False,4,True,False,False,False
17698,96,3,1,0,4156,False,1972.0,True,False,False,True,False,False,False,False,4,True,False,False,False
17706,93,2,1,0,4839,True,1975.0,True,False,False,True,False,False,False,False,16,True,False,False,False
17710,147,3,2,0,2901,True,1963.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17713,98,1,2,0,4765,False,2008.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17720,96,3,1,0,3948,False,1963.0,True,False,False,True,True,False,False,False,4,True,False,False,False
17766,255,4,3,0,4118,False,1975.0,True,False,False,True,True,False,True,True,16,True,False,False,False
17780,81,2,2,0,5123,False,2006.0,True,False,True,True,False,False,True,True,16,True,False,False,False
17811,93,2,2,0,5591,False,2012.0,True,False,False,False,True,False,False,True,16,True,False,False,False
17822,130,4,3,0,4192,False,1970.0,True,False,False,False,False,True,False,True,16,True,False,False,False
17823,80,2,2,0,4250,False,1999.0,True,False,False,False,True,False,False,True,16,True,False,False,False
17830,48,1,1,0,4688,False,1970.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17848,110,3,1,0,3273,True,1954.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17853,59,1,1,0,6322,False,2008.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17854,110,3,2,0,5727,True,1999.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17872,110,3,1,0,3273,True,1954.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17895,68,1,1,0,7132,False,2019.0,True,False,False,False,False,True,False,False,16,True,False,False,False
17897,265,3,2,0,5094,False,2009.0,True,False,True,True,False,True,True,True,16,False,False,False,True
17898,83,2,2,0,5289,False,1960.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17913,75,1,1,0,5320,False,2004.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17930,67,1,1,0,5000,False,1983.0,True,False,False,False,False,False,False,False,16,False,False,False,True
17942,265,3,2,0,5094,False,2009.0,True,False,True,True,False,True,True,True,16,False,False,False,True
17958,122,2,2,0,4836,False,1972.0,True,False,False,False,False,True,False,True,4,True,False,False,False
17969,138,5,2,0,3192,False,1970.0,True,False,False,False,True,False,False,False,16,True,False,False,False
17979,86,1,1,0,4535,False,1980.0,True,False,False,False,False,False,False,False,4,True,False,False,False
17989,132,2,2,0,3068,True,1973.0,True,False,False,False,False,False,False,False,16,True,False,False,False
17994,100,4,1,0,4490,True,1975.0,True,False,False,True,True,False,False,False,16,True,False,False,False
17997,64,1,1,0,4609,False,1994.0,True,False,False,False,True,False,True,True,4,True,False,False,False
18032,60,2,1,0,5333,True,1975.0,True,False,False,True,False,False,False,False,16,True,False,False,False
18092,60,1,1,0,4083,False,1975.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18095,60,1,1,0,4317,False,1976.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18098,86,1,1,0,3477,False,2008.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18195,62,1,1,0,5806,False,2006.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18214,98,2,2,0,7357,False,2019.0,True,False,False,True,False,False,False,False,4,True,False,False,False
18266,56,1,1,0,6875,False,1977.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18282,85,3,2,0,5883,False,2020.0,True,False,False,True,False,False,False,False,16,True,False,False,False
18291,90,2,2,0,6167,False,1996.0,True,False,False,True,False,False,False,False,4,True,False,False,False
18293,64,1,1,0,4609,False,1980.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18304,83,3,1,0,3373,True,1975.0,True,False,False,True,True,False,False,False,16,True,False,False,False
18306,177,4,1,0,2486,False,1989.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18310,47,1,1,0,6787,False,1992.0,True,False,False,False,False,False,False,True,16,False,False,False,True
18312,102,4,1,0,3529,True,1954.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18318,107,3,2,0,4496,False,2020.0,True,False,False,True,True,False,False,False,16,True,False,False,False
18326,65,2,2,0,4308,False,1975.0,True,False,False,True,False,True,False,False,16,True,False,False,False
18328,87,2,1,0,3908,False,1980.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18332,137,3,2,0,4051,False,1977.0,True,False,False,True,True,True,False,False,4,True,False,False,False
18347,110,2,2,0,5909,False,2019.0,True,False,False,False,False,False,True,True,16,True,False,False,False
18360,102,2,2,0,4402,False,2002.0,True,False,False,True,True,False,False,False,16,True,False,False,False
18378,118,2,2,0,7542,False,2012.0,True,False,False,True,False,False,False,False,16,False,False,False,True
18382,50,1,1,0,9000,False,1983.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18383,92,2,2,0,7924,False,1984.0,True,False,False,False,False,False,False,False,16,False,True,False,False
18423,129,4,3,0,4109,False,1968.0,True,False,False,False,True,False,False,True,4,True,False,False,False
18425,87,3,2,0,3161,False,1980.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18428,285,5,4,0,4491,True,1970.0,True,False,False,True,False,True,False,True,4,True,False,False,False
18451,58,1,1,0,3966,False,2004.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18452,130,5,3,0,4461,False,1990.0,True,False,False,False,True,True,False,False,16,True,False,False,False
18465,81,2,1,0,5123,False,2020.0,True,False,True,False,False,False,False,False,16,True,False,False,False
18481,69,1,1,0,5536,False,1984.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18484,88,2,1,0,4761,False,1999.0,True,False,False,False,False,False,False,False,4,False,False,False,True
18489,122,2,2,0,4787,False,1972.0,True,False,False,True,False,True,False,True,4,True,False,False,False
18491,101,2,2,0,6911,False,1970.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18498,59,2,1,0,2881,True,1972.0,True,False,False,True,False,False,False,False,16,True,False,False,False
18499,47,1,1,0,4787,False,2000.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18544,154,3,2,0,5455,False,1996.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18553,44,2,1,0,5205,False,1999.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18561,63,2,1,0,4746,False,1985.0,True,False,False,False,True,False,False,False,16,True,False,False,False
18562,63,2,1,0,4746,False,1985.0,True,False,False,False,True,False,False,False,16,True,False,False,False
18568,61,2,1,0,4508,True,1957.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18576,76,2,2,0,5724,False,1964.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18603,64,1,1,0,5469,False,2009.0,True,False,True,False,False,False,False,False,16,True,False,False,False
18608,85,3,2,0,4353,True,1970.0,True,False,False,False,False,True,False,False,4,True,False,False,False
18619,72,3,1,0,4306,True,1970.0,True,False,False,False,True,False,False,False,16,True,False,False,False
18622,75,2,1,0,5453,False,1960.0,True,False,False,True,False,False,False,False,4,True,False,False,False
18629,99,3,2,0,4747,False,1971.0,True,False,False,False,False,False,False,True,16,True,False,False,False
18631,80,1,1,0,5375,False,1984.0,True,False,False,False,False,False,False,False,16,False,True,False,False
18633,85,3,2,0,4353,True,1970.0,True,False,False,False,False,True,False,False,16,True,False,False,False
18659,104,2,1,0,7683,False,2005.0,True,False,False,True,False,False,False,False,16,False,False,False,True
18669,81,2,1,0,5556,False,1971.0,True,False,False,True,False,False,False,True,16,True,False,False,False
18674,112,2,2,0,6250,False,1992.0,True,False,False,False,True,False,False,True,16,True,False,False,False
18676,70,2,1,0,5714,False,1960.0,True,False,False,True,False,False,False,False,4,True,False,False,False
18677,126,2,2,0,5071,False,2001.0,True,False,False,True,True,True,False,True,4,True,False,False,False
18693,75,1,1,0,5320,False,2004.0,True,False,False,False,True,False,False,False,4,True,False,False,False
18697,122,3,2,0,4631,False,2016.0,True,False,False,False,True,False,False,False,16,True,False,False,False
18721,87,2,2,0,5161,False,2001.0,True,False,False,False,True,False,False,False,16,True,False,False,False
18740,53,1,1,0,5642,True,2003.0,True,False,False,False,True,False,False,False,4,True,False,False,False
18745,110,3,2,0,5636,True,1989.0,True,False,False,False,True,False,False,True,4,True,False,False,False
18755,83,2,1,0,5060,False,1999.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18772,76,1,1,0,4934,False,2001.0,True,False,False,False,True,False,False,False,4,True,False,False,False
18774,167,3,2,0,7485,False,1982.0,True,False,False,False,False,False,False,False,16,False,True,False,False
18775,40,2,1,0,8375,False,1960.0,True,False,False,True,False,False,False,False,16,True,False,False,False
18777,84,3,1,0,4583,False,1955.0,True,False,False,False,False,True,False,False,16,True,False,False,False
18780,151,2,1,0,5298,False,1965.0,True,False,False,True,False,False,False,False,16,False,False,False,True
18783,50,1,1,0,6400,False,1998.0,True,False,False,False,True,False,False,False,16,True,False,False,False
18784,104,3,1,0,4038,True,1970.0,True,False,False,True,False,False,False,False,4,True,False,False,False
18799,105,2,2,0,4286,False,1972.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18801,157,2,2,0,5541,False,1993.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18803,157,3,2,0,5089,False,1992.0,True,False,False,False,True,False,False,False,16,True,False,False,False
18813,65,1,1,0,7615,False,1970.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18824,153,4,2,0,5033,False,1952.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18825,50,1,1,0,6600,False,2006.0,True,False,False,False,False,True,False,True,16,True,False,False,False
18826,50,1,1,0,6600,False,2006.0,True,False,False,False,False,True,False,True,16,True,False,False,False
18827,72,1,1,0,5278,False,2006.0,True,False,False,False,False,True,False,True,16,True,False,False,False
18828,71,1,1,0,9648,False,2019.0,True,False,True,False,False,False,False,False,16,True,False,False,False
18833,40,1,1,0,6925,False,1975.0,True,False,True,False,False,False,False,False,16,True,False,False,False
18835,100,2,2,0,5750,False,2001.0,True,False,False,False,False,False,False,False,4,True,False,False,False
18839,70,2,1,0,4214,False,1965.0,True,False,False,False,False,False,False,True,4,True,False,False,False
18842,145,5,2,0,4103,False,1960.0,True,False,False,True,False,False,False,True,4,True,False,False,False
18891,80,2,2,0,4250,False,1999.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18908,106,3,2,0,4623,True,1985.0,True,False,False,True,False,False,False,False,16,True,False,False,False
18932,260,2,3,0,2346,False,1999.0,True,False,False,False,False,False,False,False,16,True,False,False,False
18956,122,2,4,0,4787,False,1972.0,True,False,False,True,False,False,False,True,4,True,False,False,False
18966,102,2,1,0,5115,False,2009.0,True,False,False,False,True,True,False,True,16,True,False,False,False
18969,208,3,2,0,4303,False,1980.0,True,False,False,False,True,False,True,False,4,True,False,False,False
18986,160,2,2,0,8618,False,2017.0,True,False,False,True,False,False,False,True,16,False,False,False,True
19009,111,3,2,0,4856,False,2002.0,True,False,False,False,True,False,False,False,4,True,False,False,False
19024,69,2,2,0,6957,False,1993.0,True,False,False,False,False,False,False,False,16,True,False,False,False
19033,81,3,1,0,1593,False,1956.0,True,False,False,True,False,False,False,False,3,True,False,False,False
19042,237,4,3,0,4215,False,1979.0,True,False,False,False,False,True,False,False,15,True,False,False,False
19055,130,4,3,0,6769,True,1970.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19073,183,2,3,0,7514,False,1994.0,True,False,False,False,False,True,False,True,15,False,True,False,False
19074,47,1,1,0,5830,False,1980.0,True,False,True,True,False,False,True,False,15,True,False,False,False
19080,120,4,2,0,3958,True,1953.0,True,False,False,True,False,True,False,False,15,True,False,False,False
19081,90,3,1,0,4833,False,1967.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19098,107,3,2,0,4654,True,1969.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19101,153,4,2,0,5425,True,1969.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19108,206,5,3,0,4175,False,1970.0,True,False,False,True,True,False,False,False,15,True,False,False,False
19111,235,5,3,0,3340,False,1996.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19112,260,4,5,0,5962,False,1966.0,True,False,False,False,False,True,False,True,15,True,False,False,False
19115,242,3,3,0,5351,False,1964.0,True,False,False,False,False,True,False,True,15,True,False,False,False
19116,168,4,3,0,4107,True,1956.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19119,192,4,3,0,5104,True,1969.0,True,False,False,True,False,True,False,False,15,True,False,False,False
19120,127,2,2,0,7795,False,1968.0,True,False,False,False,False,True,False,True,15,True,False,False,False
19124,170,3,4,0,9471,False,2015.0,True,False,False,False,False,True,True,True,15,True,False,False,False
19129,70,2,1,0,6000,True,1984.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19130,135,2,2,0,7296,True,1984.0,True,False,False,False,False,False,False,True,15,True,False,False,False
19142,77,3,1,0,5584,False,1954.0,True,False,False,False,False,False,True,False,15,True,False,False,False
19143,134,3,2,0,4403,False,1966.0,False,False,False,False,False,False,False,False,15,True,False,False,False
19144,153,2,3,0,8431,False,2015.0,False,False,False,False,False,False,False,False,15,True,False,False,False
19147,98,2,2,0,8673,False,2007.0,True,False,False,False,True,False,False,False,15,True,False,False,False
19158,103,3,2,0,5631,False,1976.0,True,False,False,True,False,False,False,True,15,True,False,False,False
19162,180,5,3,0,3278,True,1964.0,True,False,False,False,True,True,False,False,15,True,False,False,False
19165,55,1,1,0,5056,False,2020.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19168,222,5,3,0,3491,True,1965.0,True,False,False,True,False,False,False,True,15,True,False,False,False
19176,88,3,1,0,4205,True,1957.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19177,90,2,1,0,5889,False,1953.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19179,103,2,2,0,4654,False,2020.0,True,False,True,True,False,True,True,True,15,True,False,False,False
19180,137,3,2,0,4853,False,2020.0,True,False,True,True,False,True,True,True,15,True,False,False,False
19181,227,3,2,0,4562,False,2020.0,True,False,True,True,False,True,True,True,15,False,False,False,True
19184,145,5,2,0,4241,True,1953.0,True,False,False,False,True,True,False,False,15,True,False,False,False
19185,55,2,1,0,4364,True,1953.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19186,90,4,2,0,5278,True,1964.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19187,75,2,2,0,4600,False,1960.0,True,False,False,False,True,False,False,False,15,True,False,False,False
19197,77,2,1,0,5649,False,2007.0,True,False,False,False,True,False,False,True,15,True,False,False,False
19199,100,2,2,0,4199,False,2000.0,True,False,False,False,False,False,False,True,15,True,False,False,False
19200,114,4,2,0,4605,True,1966.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19201,86,2,1,0,9872,False,1980.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19202,110,4,3,0,4455,True,1967.0,True,False,False,False,False,True,False,False,15,True,False,False,False
19203,115,3,2,0,3217,False,1964.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19204,112,3,2,0,3839,True,1964.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19205,106,2,1,0,2830,False,1955.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19206,86,3,1,0,3256,False,1967.0,True,False,False,True,True,False,False,False,15,True,False,False,False
19213,147,4,2,0,3673,False,1956.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19217,148,4,2,0,3480,False,1964.0,True,False,False,False,False,True,False,False,15,True,False,False,False
19219,169,3,3,0,5266,False,1964.0,True,False,False,True,True,False,True,False,15,True,False,False,False
19221,60,1,1,0,5483,False,1969.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19223,125,3,2,0,6240,False,1957.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19227,84,2,1,0,5536,False,1998.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19238,82,1,1,0,6341,False,1971.0,True,False,False,True,True,False,False,True,15,True,False,False,False
19251,84,2,1,0,5536,False,1998.0,True,False,True,False,False,False,False,False,15,True,False,False,False
19254,128,2,2,0,6055,False,1953.0,True,False,False,False,True,True,False,False,15,True,False,False,False
19257,159,4,3,0,4088,True,1968.0,True,False,False,True,False,True,False,False,15,True,False,False,False
19259,71,1,1,0,4502,False,2020.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19261,84,2,1,0,5536,False,1998.0,True,False,True,False,False,False,False,False,15,True,False,False,False
19262,201,4,3,0,4478,True,1964.0,True,False,False,True,False,True,False,False,15,True,False,False,False
19265,91,2,1,0,5462,False,1998.0,True,False,False,False,True,True,False,True,15,True,False,False,False
19266,138,3,2,0,5621,False,2006.0,True,False,True,False,False,True,False,True,15,True,False,False,False
19267,74,2,1,0,8784,True,1973.0,True,False,False,True,False,False,False,True,15,True,False,False,False
19269,84,3,1,0,3976,False,1959.0,True,False,False,False,True,True,True,False,15,True,False,False,False
19275,200,5,3,0,3250,False,1966.0,True,False,False,True,True,True,False,False,15,True,False,False,False
19278,70,1,1,0,7000,False,1977.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19279,150,4,3,0,5913,False,1965.0,True,False,False,False,False,True,False,False,15,True,False,False,False
19284,126,4,2,0,6714,False,1953.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19287,77,2,2,0,4286,False,1951.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19289,158,4,2,0,3475,True,1955.0,True,False,False,False,False,True,False,False,15,True,False,False,False
19290,158,2,2,0,5823,False,2005.0,True,False,False,False,True,False,False,False,15,True,False,False,False
19294,100,2,2,0,2900,False,2020.0,True,False,False,False,False,True,False,False,15,True,False,False,False
19301,176,3,3,0,8295,False,2008.0,True,False,False,True,True,False,True,True,15,False,True,False,False
19303,57,1,1,0,5789,False,1979.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19307,120,2,2,0,4658,False,2002.0,True,False,True,True,False,True,True,False,15,True,False,False,False
19308,155,3,2,0,6194,False,1970.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19350,65,2,1,0,4769,False,1972.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19356,102,3,1,0,3422,False,1988.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19357,105,3,2,0,3905,False,1979.0,True,False,True,False,False,False,True,True,15,True,False,False,False
19358,178,4,2,0,4489,False,1960.0,True,False,False,True,False,True,False,True,15,True,False,False,False
19360,54,2,1,0,5778,False,1978.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19361,125,3,1,0,3000,False,1954.0,True,False,False,True,False,False,False,False,15,False,False,False,True
19364,133,3,2,0,4323,False,1974.0,True,False,False,True,True,False,False,False,15,True,False,False,False
19365,121,4,2,0,6116,False,1965.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19367,123,4,1,0,3293,True,1967.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19376,81,1,1,0,2111,False,1967.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19397,181,4,2,0,4530,False,1953.0,True,False,False,True,False,False,False,True,15,True,False,False,False
19422,211,4,4,0,2843,False,1966.0,True,False,False,False,False,True,False,False,15,True,False,False,False
19430,124,3,2,0,5242,True,1957.0,True,False,False,True,False,False,False,True,15,True,False,False,False
19436,94,3,2,0,4883,False,2019.0,True,False,False,True,True,True,False,True,15,True,False,False,False
19446,67,2,2,0,5030,False,2018.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19448,132,4,2,0,4394,True,1953.0,True,False,False,False,True,False,False,False,15,True,False,False,False
19457,148,3,3,0,4696,False,2002.0,True,False,True,True,False,True,True,True,15,True,False,False,False
19473,140,4,2,0,4643,True,1966.0,True,False,False,True,False,True,False,False,15,True,False,False,False
19479,120,4,2,0,3958,True,1957.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19480,160,5,2,0,3062,False,1967.0,True,False,False,False,False,True,False,False,15,True,False,False,False
19487,202,4,3,0,7030,True,1965.0,True,False,False,True,True,True,False,True,15,True,False,False,False
19491,63,1,1,0,5635,False,2003.0,True,False,False,True,False,False,False,False,15,True,False,False,False
19494,130,4,2,0,4000,False,1973.0,True,False,False,True,False,True,False,False,15,True,False,False,False
19502,86,3,1,0,3256,False,1967.0,True,False,False,True,True,False,False,False,15,True,False,False,False
19507,175,5,3,0,7714,False,1957.0,True,False,False,True,False,True,False,True,15,True,False,False,False
19513,162,5,3,0,4321,False,1967.0,True,False,False,False,False,False,False,True,15,True,False,False,False
19514,88,2,1,0,5114,False,1960.0,True,False,False,False,True,True,False,False,15,True,False,False,False
19515,120,3,2,0,7417,False,1960.0,True,False,False,False,False,False,False,False,15,True,False,False,False
19516,176,3,4,0,8295,False,2005.0,True,False,False,True,False,False,False,True,15,False,True,False,False
19522,123,2,2,0,3927,False,2020.0,True,False,False,True,True,False,False,False,15,False,False,False,True
